chr	start	end
chr10	90000000	90010000
chr10	90010000	90020000
chr10	90010000	90020000
chr10	90020000	90030000
chr10	90020000	90030000
chr10	90030000	90040000
chr10	90030000	90040000
chr10	90040000	90050000
chr10	90040000	90050000
chr10	90050000	90060000
chr10	90080000	90090000
chr10	90090000	90100000
chr10	90100000	90110000
chr10	90100000	90110000
chr10	90100000	90110000
chr10	90110000	90120000
chr10	90110000	90120000
chr10	90110000	90120000
chr10	90110000	90120000
chr10	90120000	90130000
chr10	90120000	90130000
chr10	90150000	90160000
chr10	90160000	90170000
chr10	90170000	90180000
chr10	90180000	90190000
chr10	90210000	90220000
chr10	90220000	90230000
chr10	90230000	90240000
chr10	90240000	90250000
chr10	90250000	90260000
chr10	90260000	90270000
chr10	90270000	90280000
chr10	90280000	90290000
chr10	90290000	90300000
chr10	90290000	90300000
chr10	90340000	90350000
chr10	90350000	90360000
chr10	90360000	90370000
chr10	90370000	90380000
chr10	90380000	90390000
chr10	90390000	90400000
chr10	90400000	90410000
chr10	90430000	90440000
chr10	90440000	90450000
chr10	90460000	90470000
chr10	90460000	90470000
chr10	90470000	90480000
chr10	90480000	90490000
chr10	90490000	90500000
chr10	90500000	90510000
chr10	90510000	90520000
chr10	90520000	90530000
chr10	90580000	90590000
chr10	90590000	90600000
chr10	90620000	90630000
chr10	90630000	90640000
chr10	90640000	90650000
chr10	90640000	90650000
chr10	90650000	90660000
chr10	90650000	90660000
chr10	90660000	90670000
chr10	90660000	90670000
chr10	90670000	90680000
chr10	90670000	90680000
chr10	90680000	90690000
chr10	90690000	90700000
chr10	90760000	90770000
chr10	90770000	90780000
chr10	90820000	90830000
chr10	90830000	90840000
chr10	90840000	90850000
chr10	90850000	90860000
chr10	90940000	90950000
chr10	91020000	91030000
chr10	91040000	91050000
chr10	91050000	91060000
chr10	91070000	91080000
chr10	91230000	91240000
chr10	91240000	91250000
chr10	91250000	91260000
chr10	91260000	91270000
chr10	91280000	91290000
chr10	91300000	91310000
chr10	91310000	91320000
chr10	91320000	91330000
chr10	91320000	91330000
chr10	91330000	91340000
chr10	91330000	91340000
chr10	91330000	91340000
chr10	91340000	91350000
chr10	91340000	91350000
chr10	91350000	91360000
chr10	91360000	91370000
chr10	91430000	91440000
chr10	91460000	91470000
chr10	91470000	91480000
chr10	91500000	91510000
chr10	91510000	91520000
chr10	91580000	91590000
chr10	91590000	91600000
chr10	91600000	91610000
chr10	91610000	91620000
chr10	91620000	91630000
chr10	91620000	91630000
chr10	91630000	91640000
chr10	91630000	91640000
chr10	91640000	91650000
chr10	91640000	91650000
chr10	91650000	91660000
chr10	91680000	91690000
chr10	91770000	91780000
chr10	91900000	91910000
chr10	92100000	92110000
chr10	92110000	92120000
chr10	92120000	92130000
chr10	92130000	92140000
chr10	92140000	92150000
chr10	92150000	92160000
chr10	92190000	92200000
chr10	92200000	92210000
chr10	92210000	92220000
chr10	92220000	92230000
chr10	92230000	92240000
chr10	92240000	92250000
chr10	92250000	92260000
chr10	92330000	92340000
chr10	92340000	92350000
chr10	92420000	92430000
chr10	92450000	92460000
chr10	92560000	92570000
chr10	92570000	92580000
chr10	92590000	92600000
chr10	92640000	92650000
chr10	92650000	92660000
chr10	92660000	92670000
chr10	92840000	92850000
chr10	92850000	92860000
chr10	92940000	92950000
chr10	92970000	92980000
chr10	93010000	93020000
chr10	93120000	93130000
chr10	93130000	93140000
chr10	93140000	93150000
chr10	93150000	93160000
chr10	93160000	93170000
chr10	93170000	93180000
chr10	93180000	93190000
chr10	93190000	93200000
chr10	93200000	93210000
chr10	93210000	93220000
chr10	93230000	93240000
chr10	93290000	93300000
chr10	93350000	93360000
chr10	93360000	93370000
chr10	93370000	93380000
chr10	93380000	93390000
chr10	93390000	93400000
chr10	93510000	93520000
chr10	93520000	93530000
chr10	93530000	93540000
chr10	93540000	93550000
chr10	93550000	93560000
chr10	93650000	93660000
chr10	93660000	93670000
chr10	93670000	93680000
chr10	93710000	93720000
chr10	93930000	93940000
chr10	94000000	94010000
chr10	94010000	94020000
chr10	94020000	94030000
chr10	94100000	94110000
chr10	94150000	94160000
chr10	94160000	94170000
chr10	94170000	94180000
chr10	94180000	94190000
chr10	94190000	94200000
chr10	94200000	94210000
chr10	94340000	94350000
chr10	94350000	94360000
chr10	94360000	94370000
chr10	94370000	94380000
chr10	94380000	94390000
chr10	94390000	94400000
chr10	94400000	94410000
chr10	94410000	94420000
chr10	94510000	94520000
chr10	94570000	94580000
chr10	94580000	94590000
chr10	94590000	94600000
chr10	94600000	94610000
chr10	94610000	94620000
chr10	94620000	94630000
chr10	94650000	94660000
chr10	94660000	94670000
chr10	94680000	94690000
chr10	94700000	94710000
chr10	94710000	94720000
chr10	94720000	94730000
chr10	94740000	94750000
chr10	94750000	94760000
chr10	94770000	94780000
chr10	94780000	94790000
chr10	94790000	94800000
chr10	94800000	94810000
chr10	94810000	94820000
chr10	94820000	94830000
chr10	94840000	94850000
chr10	94850000	94860000
chr10	94900000	94910000
chr10	94910000	94920000
chr10	94940000	94950000
chr10	94950000	94960000
chr10	94960000	94970000
chr10	94970000	94980000
chr10	95050000	95060000
chr10	95060000	95070000
chr10	95070000	95080000
chr10	95080000	95090000
chr10	95080000	95090000
chr10	95090000	95100000
chr10	95090000	95100000
chr10	95100000	95110000
chr10	95100000	95110000
chr10	95110000	95120000
chr10	95360000	95370000
chr10	95380000	95390000
chr10	95750000	95760000
chr10	95760000	95770000
chr10	95770000	95780000
chr10	96100000	96110000
chr10	96110000	96120000
chr10	96140000	96150000
chr10	96180000	96190000
chr10	96570000	96580000
chr10	96590000	96600000
chr10	96850000	96860000
chr10	96870000	96880000
chr10	96890000	96900000
chr10	97160000	97170000
chr10	98080000	98090000
chr10	98140000	98150000
chr10	98150000	98160000
chr10	98160000	98170000
chr10	98200000	98210000
chr10	98210000	98220000
chr10	98210000	98220000
chr10	98220000	98230000
chr10	98610000	98620000
chr10	98620000	98630000
chr10	98730000	98740000
chr10	98750000	98760000
chr10	98760000	98770000
chr10	98770000	98780000
chr10	98780000	98790000
chr10	98850000	98860000
chr10	98860000	98870000
chr10	98870000	98880000
chr10	98880000	98890000
chr10	98890000	98900000
chr10	98900000	98910000
chr10	98910000	98920000
chr10	98920000	98930000
chr10	98930000	98940000
chr10	98940000	98950000
chr10	98950000	98960000
chr10	99070000	99080000
chr10	99080000	99090000
chr10	99100000	99110000
chr10	99110000	99120000
chr10	99120000	99130000
chr10	99120000	99130000
chr10	99120000	99130000
chr10	99130000	99140000
chr10	99130000	99140000
chr10	99130000	99140000
chr10	99130000	99140000
chr10	99140000	99150000
chr10	99140000	99150000
chr10	99150000	99160000
chr10	99160000	99170000
chr10	99170000	99180000
chr10	99180000	99190000
chr10	99180000	99190000
chr10	99190000	99200000
chr10	99190000	99200000
chr10	99200000	99210000
chr10	99200000	99210000
chr10	99210000	99220000
chr10	99220000	99230000
chr10	99230000	99240000
chr10	99240000	99250000
chr10	99250000	99260000
chr10	99250000	99260000
chr10	99260000	99270000
chr10	99400000	99410000
chr10	99410000	99420000
chr10	99420000	99430000
chr10	99640000	99650000
chr10	99930000	99940000
chr10	99950000	99960000
chr10	100160000	100170000
chr10	100170000	100180000
chr10	100370000	100380000
chr10	100380000	100390000
chr10	100570000	100580000
chr10	100760000	100770000
chr10	100770000	100780000
chr10	100840000	100850000
chr10	101080000	101090000
chr10	101180000	101190000
chr10	101190000	101200000
chr10	101270000	101280000
chr10	101280000	101290000
chr10	101320000	101330000
chr10	101330000	101340000
chr10	101360000	101370000
chr10	101440000	101450000
chr10	101450000	101460000
chr10	101460000	101470000
chr10	101470000	101480000
chr10	101490000	101500000
chr10	101530000	101540000
chr10	101630000	101640000
chr10	101950000	101960000
chr10	101980000	101990000
chr10	102000000	102010000
chr10	102010000	102020000
chr10	102080000	102090000
chr10	102300000	102310000
chr10	102310000	102320000
chr10	102530000	102540000
chr10	102650000	102660000
chr10	102660000	102670000
chr10	102670000	102680000
chr10	102710000	102720000
chr10	102800000	102810000
chr10	103520000	103530000
chr10	103530000	103540000
chr10	104160000	104170000
chr10	104170000	104180000
chr10	104180000	104190000
chr10	104210000	104220000
chr10	104250000	104260000
chr10	104310000	104320000
chr10	104350000	104360000
chr10	104660000	104670000
chr10	104730000	104740000
chr10	104740000	104750000
chr10	104750000	104760000
chr10	104810000	104820000
chr10	105090000	105100000
chr10	105100000	105110000
chr10	105110000	105120000
chr10	105120000	105130000
chr10	105220000	105230000
chr10	105230000	105240000
chr10	105250000	105260000
chr10	105260000	105270000
chr10	105270000	105280000
chr10	105390000	105400000
chr10	105400000	105410000
chr10	105440000	105450000
chr10	105770000	105780000
chr10	105780000	105790000
chr10	105790000	105800000
chr10	105910000	105920000
chr10	106130000	106140000
chr10	106220000	106230000
chr10	106230000	106240000
chr10	106240000	106250000
chr10	106250000	106260000
chr10	106280000	106290000
chr10	106290000	106300000
chr10	106300000	106310000
chr10	106310000	106320000
chr10	106320000	106330000
chr10	106330000	106340000
chr10	106340000	106350000
chr10	106350000	106360000
chr10	106360000	106370000
chr10	106450000	106460000
chr10	106460000	106470000
chr10	106470000	106480000
chr10	106650000	106660000
chr10	106660000	106670000
chr10	106670000	106680000
chr10	106680000	106690000
chr10	106700000	106710000
chr10	106720000	106730000
chr10	106840000	106850000
chr10	106850000	106860000
chr10	106860000	106870000
chr10	107060000	107070000
chr10	107070000	107080000
chr10	107090000	107100000
chr10	107100000	107110000
chr10	107260000	107270000
chr10	107400000	107410000
chr10	107430000	107440000
chr10	107460000	107470000
chr10	107500000	107510000
chr10	107510000	107520000
chr10	107540000	107550000
chr10	107550000	107560000
chr10	107560000	107570000
chr10	107590000	107600000
chr10	107600000	107610000
chr10	107610000	107620000
chr10	107780000	107790000
chr10	107790000	107800000
chr10	107880000	107890000
chr10	107890000	107900000
chr10	107900000	107910000
chr10	108020000	108030000
chr10	108100000	108110000
chr10	108110000	108120000
chr10	108120000	108130000
chr10	108130000	108140000
chr10	108280000	108290000
chr10	108320000	108330000
chr10	108330000	108340000
chr10	108340000	108350000
chr10	108390000	108400000
chr10	108400000	108410000
chr10	108420000	108430000
chr10	108440000	108450000
chr10	108500000	108510000
chr10	108510000	108520000
chr10	108520000	108530000
chr10	108530000	108540000
chr10	108840000	108850000
chr10	108940000	108950000
chr10	108950000	108960000
chr10	108960000	108970000
chr10	108970000	108980000
chr10	108990000	109000000
chr10	109150000	109160000
chr10	109310000	109320000
chr10	109330000	109340000
chr10	109340000	109350000
chr10	109350000	109360000
chr10	109360000	109370000
chr10	109370000	109380000
chr10	109380000	109390000
chr10	109390000	109400000
chr10	109390000	109400000
chr10	109400000	109410000
chr10	109410000	109420000
chr10	109510000	109520000
chr10	109520000	109530000
chr10	109530000	109540000
chr10	109540000	109550000
chr10	109580000	109590000
chr10	109590000	109600000
chr10	109600000	109610000
chr10	109610000	109620000
chr10	109620000	109630000
chr10	109630000	109640000
chr10	109640000	109650000
chr10	109650000	109660000
chr10	109660000	109670000
chr10	109750000	109760000
chr10	109760000	109770000
chr10	109770000	109780000
chr10	109780000	109790000
chr10	109790000	109800000
chr10	109800000	109810000
chr10	109810000	109820000
chr10	109820000	109830000
chr10	109840000	109850000
chr10	109850000	109860000
chr10	109860000	109870000
chr10	109870000	109880000
chr10	109880000	109890000
chr10	109890000	109900000
chr10	109920000	109930000
chr10	110020000	110030000
chr10	110030000	110040000
chr10	110040000	110050000
chr10	110050000	110060000
chr10	110060000	110070000
chr10	110080000	110090000
chr10	110410000	110420000
chr10	110420000	110430000
chr10	110430000	110440000
chr10	110440000	110450000
chr10	110450000	110460000
chr10	110460000	110470000
chr10	110470000	110480000
chr10	110590000	110600000
chr10	110820000	110830000
chr10	111030000	111040000
chr10	111040000	111050000
chr10	111050000	111060000
chr10	111060000	111070000
chr10	111130000	111140000
chr10	111140000	111150000
chr10	111150000	111160000
chr10	111150000	111160000
chr10	111160000	111170000
chr10	111160000	111170000
chr10	111170000	111180000
chr10	111170000	111180000
chr10	111180000	111190000
chr10	111190000	111200000
chr10	111200000	111210000
chr10	111210000	111220000
chr10	111220000	111230000
chr10	111230000	111240000
chr10	111250000	111260000
chr10	111280000	111290000
chr10	111340000	111350000
chr10	111490000	111500000
chr10	111530000	111540000
chr10	111540000	111550000
chr10	111640000	111650000
chr10	111720000	111730000
chr10	111750000	111760000
chr10	111770000	111780000
chr10	112050000	112060000
chr10	112160000	112170000
chr10	112170000	112180000
chr10	112250000	112260000
chr10	112850000	112860000
chr10	112860000	112870000
chr10	112870000	112880000
chr10	112940000	112950000
chr10	113250000	113260000
chr10	113990000	114000000
chr10	114200000	114210000
chr10	114210000	114220000
chr10	114230000	114240000
chr10	114780000	114790000
chr10	114790000	114800000
chr10	114960000	114970000
chr10	114970000	114980000
chr10	114980000	114990000
chr10	115030000	115040000
chr10	115120000	115130000
chr10	115130000	115140000
chr10	115140000	115150000
chr10	115150000	115160000
chr10	115160000	115170000
chr10	115170000	115180000
chr10	115250000	115260000
chr10	115290000	115300000
chr10	115300000	115310000
chr10	115310000	115320000
chr10	115310000	115320000
chr10	115320000	115330000
chr10	115560000	115570000
chr10	115570000	115580000
chr10	115570000	115580000
chr10	115580000	115590000
chr10	115590000	115600000
chr10	115730000	115740000
chr10	115740000	115750000
chr10	115750000	115760000
chr10	115800000	115810000
chr10	115810000	115820000
chr10	115830000	115840000
chr10	116170000	116180000
chr10	116180000	116190000
chr10	116190000	116200000
chr10	116470000	116480000
chr10	116640000	116650000
chr10	117010000	117020000
chr10	117020000	117030000
chr10	117030000	117040000
chr10	117040000	117050000
chr10	117800000	117810000
chr10	117810000	117820000
chr10	117910000	117920000
chr10	117980000	117990000
chr10	117990000	118000000
chr10	118000000	118010000
chr10	118010000	118020000
chr10	118120000	118130000
chr10	118130000	118140000
chr10	118370000	118380000
chr10	118380000	118390000
chr10	118400000	118410000
chr10	118420000	118430000
chr10	118430000	118440000
chr10	118650000	118660000
chr10	118770000	118780000
chr10	118940000	118950000
chr10	118950000	118960000
chr10	118970000	118980000
chr10	118990000	119000000
chr10	119080000	119090000
chr10	119100000	119110000
chr10	119110000	119120000
chr10	119270000	119280000
chr10	119430000	119440000
chr10	119590000	119600000
chr10	119600000	119610000
chr10	119760000	119770000
chr10	119960000	119970000
chr10	119970000	119980000
chr10	119980000	119990000
chr10	119990000	120000000
chr10	120010000	120020000
chr10	120030000	120040000
chr10	120070000	120080000
chr10	120100000	120110000
chr10	120120000	120130000
chr10	120190000	120200000
chr10	120200000	120210000
chr10	120200000	120210000
chr10	120210000	120220000
chr10	120210000	120220000
chr10	120220000	120230000
chr10	120250000	120260000
chr10	120270000	120280000
chr10	120280000	120290000
chr10	120290000	120300000
chr10	120300000	120310000
chr10	120310000	120320000
chr10	120400000	120410000
chr10	120950000	120960000
chr10	121260000	121270000
chr10	121270000	121280000
chr10	121280000	121290000
chr10	121360000	121370000
chr10	121750000	121760000
chr10	121770000	121780000
chr10	121820000	121830000
chr10	121830000	121840000
chr10	121860000	121870000
chr10	121870000	121880000
chr10	122290000	122300000
chr10	122300000	122310000
chr10	122820000	122830000
chr10	122840000	122850000
chr10	123010000	123020000
chr10	123020000	123030000
chr10	123250000	123260000
chr10	123390000	123400000
chr10	123630000	123640000
chr10	123700000	123710000
chr10	123710000	123720000
chr10	123720000	123730000
chr10	123790000	123800000
chr10	123800000	123810000
chr10	123820000	123830000
chr10	123830000	123840000
chr10	123830000	123840000
chr10	123840000	123850000
chr10	124250000	124260000
chr10	124370000	124380000
chr10	124450000	124460000
chr10	124900000	124910000
chr10	125060000	125070000
chr10	125070000	125080000
chr10	125110000	125120000
chr10	125140000	125150000
chr10	125290000	125300000
chr10	125300000	125310000
chr10	125310000	125320000
chr10	125320000	125330000
chr10	125340000	125350000
chr10	125350000	125360000
chr10	125370000	125380000
chr10	125380000	125390000
chr10	125390000	125400000
chr10	125420000	125430000
chr10	125430000	125440000
chr10	125440000	125450000
chr10	125640000	125650000
chr10	125650000	125660000
chr10	125660000	125670000
chr10	125670000	125680000
chr10	125690000	125700000
chr10	125700000	125710000
chr10	125740000	125750000
chr10	125750000	125760000
chr10	126010000	126020000
chr10	126020000	126030000
chr10	126030000	126040000
chr10	126120000	126130000
chr10	126130000	126140000
chr10	126140000	126150000
chr10	126140000	126150000
chr10	126160000	126170000
chr10	126200000	126210000
chr10	126250000	126260000
chr10	126270000	126280000
chr10	126280000	126290000
chr10	126290000	126300000
chr10	126300000	126310000
chr10	126310000	126320000
chr10	126310000	126320000
chr10	126320000	126330000
chr10	126330000	126340000
chr10	126350000	126360000
chr10	126450000	126460000
chr10	126490000	126500000
chr10	126500000	126510000
chr10	126510000	126520000
chr10	126540000	126550000
chr10	126550000	126560000
chr10	126610000	126620000
chr10	126630000	126640000
chr10	126790000	126800000
chr10	126800000	126810000
chr10	126820000	126830000
chr10	127470000	127480000
chr10	127540000	127550000
chr10	127550000	127560000
chr10	127560000	127570000
chr10	127680000	127690000
chr10	127750000	127760000
chr10	127820000	127830000
chr10	127940000	127950000
chr10	128140000	128150000
chr10	128160000	128170000
chr10	128170000	128180000
chr10	128340000	128350000
chr10	128380000	128390000
chr10	128420000	128430000
chr10	128710000	128720000
chr10	128750000	128760000
chr10	128770000	128780000
chr10	128880000	128890000
chr10	129290000	129300000
chr10	129300000	129310000
chr10	129310000	129320000
chr10	129450000	129460000
chr10	129460000	129470000
chr10	130230000	130240000
chr10	130400000	130410000
chr10	130560000	130570000
chr10	131140000	131150000
chr10	131170000	131180000
chr10	131490000	131500000
chr10	131500000	131510000
chr10	131510000	131520000
chr10	132060000	132070000
chr10	132070000	132080000
chr10	132080000	132090000
chr10	132090000	132100000
chr10	132250000	132260000
chr10	132260000	132270000
chr10	132270000	132280000
chr10	132590000	132600000
chr10	133130000	133140000
chr10	133310000	133320000
chr10	133540000	133550000
chr10	133550000	133560000
chr10	133580000	133590000
chr10	133590000	133600000
chr10	133600000	133610000
chr10	133640000	133650000
chr10	133770000	133780000
chr11	140000	150000
chr11	210000	220000
chr11	380000	390000
chr11	420000	430000
chr11	420000	430000
chr11	570000	580000
chr11	650000	660000
chr11	990000	1000000
chr11	1600000	1610000
chr11	1770000	1780000
chr11	1910000	1920000
chr11	2000000	2010000
chr11	2010000	2020000
chr11	2010000	2020000
chr11	2140000	2150000
chr11	2920000	2930000
chr11	3150000	3160000
chr11	3160000	3170000
chr11	3540000	3550000
chr11	3550000	3560000
chr11	3980000	3990000
chr11	3990000	4000000
chr11	4000000	4010000
chr11	4230000	4240000
chr11	4340000	4350000
chr11	4360000	4370000
chr11	4370000	4380000
chr11	4550000	4560000
chr11	4650000	4660000
chr11	4670000	4680000
chr11	4820000	4830000
chr11	4850000	4860000
chr11	4860000	4870000
chr11	4870000	4880000
chr11	5110000	5120000
chr11	5170000	5180000
chr11	5260000	5270000
chr11	5480000	5490000
chr11	5490000	5500000
chr11	5640000	5650000
chr11	5650000	5660000
chr11	5920000	5930000
chr11	5980000	5990000
chr11	6090000	6100000
chr11	6100000	6110000
chr11	6650000	6660000
chr11	6660000	6670000
chr11	6870000	6880000
chr11	6890000	6900000
chr11	6940000	6950000
chr11	6950000	6960000
chr11	6960000	6970000
chr11	6970000	6980000
chr11	6980000	6990000
chr11	6990000	7000000
chr11	7180000	7190000
chr11	7190000	7200000
chr11	7200000	7210000
chr11	7410000	7420000
chr11	7680000	7690000
chr11	7690000	7700000
chr11	7710000	7720000
chr11	7720000	7730000
chr11	7730000	7740000
chr11	7740000	7750000
chr11	7750000	7760000
chr11	8050000	8060000
chr11	8060000	8070000
chr11	8450000	8460000
chr11	8460000	8470000
chr11	8470000	8480000
chr11	8480000	8490000
chr11	8490000	8500000
chr11	8490000	8500000
chr11	8490000	8500000
chr11	8490000	8500000
chr11	8500000	8510000
chr11	8500000	8510000
chr11	8510000	8520000
chr11	8520000	8530000
chr11	8530000	8540000
chr11	8540000	8550000
chr11	8560000	8570000
chr11	8770000	8780000
chr11	8780000	8790000
chr11	8780000	8790000
chr11	8790000	8800000
chr11	8800000	8810000
chr11	8900000	8910000
chr11	9150000	9160000
chr11	9160000	9170000
chr11	9170000	9180000
chr11	9180000	9190000
chr11	9870000	9880000
chr11	9880000	9890000
chr11	10170000	10180000
chr11	10170000	10180000
chr11	10180000	10190000
chr11	10190000	10200000
chr11	10200000	10210000
chr11	10210000	10220000
chr11	10270000	10280000
chr11	10280000	10290000
chr11	10360000	10370000
chr11	10370000	10380000
chr11	10380000	10390000
chr11	10490000	10500000
chr11	10510000	10520000
chr11	10950000	10960000
chr11	10970000	10980000
chr11	10980000	10990000
chr11	11080000	11090000
chr11	11090000	11100000
chr11	11100000	11110000
chr11	11110000	11120000
chr11	11120000	11130000
chr11	11650000	11660000
chr11	11660000	11670000
chr11	11670000	11680000
chr11	12070000	12080000
chr11	12150000	12160000
chr11	12160000	12170000
chr11	12170000	12180000
chr11	12640000	12650000
chr11	12710000	12720000
chr11	12720000	12730000
chr11	12730000	12740000
chr11	12750000	12760000
chr11	12770000	12780000
chr11	12780000	12790000
chr11	12930000	12940000
chr11	12950000	12960000
chr11	12960000	12970000
chr11	13030000	13040000
chr11	13040000	13050000
chr11	13080000	13090000
chr11	13090000	13100000
chr11	13210000	13220000
chr11	13220000	13230000
chr11	13300000	13310000
chr11	13310000	13320000
chr11	13400000	13410000
chr11	13430000	13440000
chr11	13590000	13600000
chr11	13600000	13610000
chr11	13640000	13650000
chr11	13790000	13800000
chr11	13800000	13810000
chr11	13810000	13820000
chr11	13820000	13830000
chr11	13980000	13990000
chr11	14050000	14060000
chr11	14060000	14070000
chr11	14270000	14280000
chr11	14420000	14430000
chr11	14430000	14440000
chr11	14430000	14440000
chr11	14440000	14450000
chr11	14450000	14460000
chr11	14690000	14700000
chr11	14730000	14740000
chr11	14740000	14750000
chr11	14760000	14770000
chr11	14770000	14780000
chr11	14780000	14790000
chr11	14790000	14800000
chr11	14990000	15000000
chr11	15210000	15220000
chr11	15230000	15240000
chr11	15240000	15250000
chr11	15270000	15280000
chr11	15280000	15290000
chr11	15340000	15350000
chr11	15350000	15360000
chr11	15490000	15500000
chr11	15500000	15510000
chr11	15510000	15520000
chr11	15550000	15560000
chr11	15560000	15570000
chr11	15570000	15580000
chr11	15580000	15590000
chr11	15590000	15600000
chr11	15600000	15610000
chr11	15970000	15980000
chr11	16000000	16010000
chr11	16030000	16040000
chr11	16040000	16050000
chr11	16140000	16150000
chr11	16240000	16250000
chr11	16490000	16500000
chr11	16500000	16510000
chr11	16540000	16550000
chr11	16610000	16620000
chr11	16620000	16630000
chr11	16630000	16640000
chr11	16630000	16640000
chr11	16630000	16640000
chr11	16640000	16650000
chr11	16640000	16650000
chr11	16640000	16650000
chr11	16650000	16660000
chr11	16660000	16670000
chr11	16720000	16730000
chr11	17760000	17770000
chr11	17900000	17910000
chr11	17910000	17920000
chr11	17990000	18000000
chr11	18180000	18190000
chr11	18190000	18200000
chr11	18300000	18310000
chr11	18310000	18320000
chr11	18330000	18340000
chr11	18420000	18430000
chr11	18470000	18480000
chr11	18560000	18570000
chr11	18630000	18640000
chr11	18760000	18770000
chr11	18770000	18780000
chr11	18780000	18790000
chr11	18800000	18810000
chr11	18810000	18820000
chr11	18880000	18890000
chr11	18920000	18930000
chr11	18940000	18950000
chr11	18970000	18980000
chr11	18980000	18990000
chr11	18980000	18990000
chr11	18980000	18990000
chr11	18990000	19000000
chr11	18990000	19000000
chr11	19000000	19010000
chr11	19000000	19010000
chr11	19000000	19010000
chr11	19010000	19020000
chr11	19010000	19020000
chr11	19020000	19030000
chr11	19020000	19030000
chr11	19030000	19040000
chr11	19040000	19050000
chr11	19130000	19140000
chr11	19170000	19180000
chr11	19270000	19280000
chr11	19290000	19300000
chr11	19620000	19630000
chr11	20060000	20070000
chr11	20070000	20080000
chr11	20410000	20420000
chr11	20480000	20490000
chr11	20500000	20510000
chr11	20670000	20680000
chr11	20670000	20680000
chr11	20680000	20690000
chr11	20690000	20700000
chr11	20730000	20740000
chr11	20740000	20750000
chr11	20800000	20810000
chr11	21690000	21700000
chr11	21700000	21710000
chr11	21930000	21940000
chr11	21980000	21990000
chr11	21990000	22000000
chr11	22000000	22010000
chr11	22030000	22040000
chr11	22040000	22050000
chr11	22050000	22060000
chr11	22060000	22070000
chr11	22060000	22070000
chr11	22070000	22080000
chr11	22070000	22080000
chr11	22080000	22090000
chr11	22090000	22100000
chr11	22400000	22410000
chr11	23170000	23180000
chr11	23180000	23190000
chr11	23190000	23200000
chr11	23200000	23210000
chr11	23210000	23220000
chr11	23220000	23230000
chr11	23320000	23330000
chr11	23480000	23490000
chr11	23490000	23500000
chr11	23550000	23560000
chr11	23560000	23570000
chr11	23600000	23610000
chr11	23610000	23620000
chr11	23620000	23630000
chr11	23630000	23640000
chr11	24010000	24020000
chr11	24020000	24030000
chr11	24140000	24150000
chr11	24150000	24160000
chr11	24160000	24170000
chr11	24310000	24320000
chr11	24350000	24360000
chr11	24360000	24370000
chr11	24370000	24380000
chr11	25010000	25020000
chr11	25490000	25500000
chr11	25780000	25790000
chr11	25920000	25930000
chr11	26380000	26390000
chr11	26390000	26400000
chr11	26400000	26410000
chr11	26410000	26420000
chr11	26430000	26440000
chr11	26440000	26450000
chr11	26600000	26610000
chr11	26610000	26620000
chr11	26730000	26740000
chr11	26800000	26810000
chr11	26810000	26820000
chr11	27030000	27040000
chr11	27040000	27050000
chr11	27320000	27330000
chr11	27390000	27400000
chr11	27530000	27540000
chr11	27640000	27650000
chr11	27650000	27660000
chr11	27910000	27920000
chr11	27920000	27930000
chr11	27930000	27940000
chr11	27940000	27950000
chr11	28150000	28160000
chr11	28160000	28170000
chr11	28170000	28180000
chr11	28360000	28370000
chr11	28540000	28550000
chr11	28550000	28560000
chr11	28720000	28730000
chr11	28730000	28740000
chr11	28770000	28780000
chr11	28780000	28790000
chr11	29050000	29060000
chr11	29060000	29070000
chr11	29060000	29070000
chr11	29070000	29080000
chr11	29160000	29170000
chr11	29510000	29520000
chr11	29800000	29810000
chr11	29820000	29830000
chr11	29830000	29840000
chr11	29900000	29910000
chr11	29910000	29920000
chr11	29920000	29930000
chr11	29930000	29940000
chr11	29940000	29950000
chr11	29950000	29960000
chr11	30150000	30160000
chr11	30160000	30170000
chr11	30170000	30180000
chr11	30180000	30190000
chr11	30200000	30210000
chr11	30670000	30680000
chr11	30760000	30770000
chr11	30930000	30940000
chr11	30940000	30950000
chr11	30950000	30960000
chr11	30970000	30980000
chr11	31170000	31180000
chr11	31180000	31190000
chr11	31570000	31580000
chr11	32010000	32020000
chr11	32280000	32290000
chr11	32290000	32300000
chr11	32740000	32750000
chr11	33580000	33590000
chr11	33590000	33600000
chr11	33600000	33610000
chr11	34200000	34210000
chr11	34270000	34280000
chr11	34280000	34290000
chr11	34290000	34300000
chr11	34300000	34310000
chr11	34480000	34490000
chr11	34500000	34510000
chr11	34530000	34540000
chr11	34580000	34590000
chr11	34590000	34600000
chr11	34760000	34770000
chr11	34770000	34780000
chr11	34780000	34790000
chr11	34790000	34800000
chr11	34800000	34810000
chr11	34810000	34820000
chr11	34980000	34990000
chr11	35010000	35020000
chr11	35020000	35030000
chr11	35030000	35040000
chr11	35050000	35060000
chr11	35060000	35070000
chr11	35090000	35100000
chr11	35100000	35110000
chr11	35110000	35120000
chr11	35260000	35270000
chr11	35270000	35280000
chr11	35430000	35440000
chr11	35440000	35450000
chr11	35450000	35460000
chr11	35480000	35490000
chr11	35490000	35500000
chr11	35520000	35530000
chr11	35530000	35540000
chr11	35580000	35590000
chr11	35730000	35740000
chr11	35770000	35780000
chr11	35780000	35790000
chr11	35940000	35950000
chr11	36080000	36090000
chr11	36130000	36140000
chr11	36160000	36170000
chr11	36170000	36180000
chr11	36180000	36190000
